Warehouse_Region,Postcode,Distance_km,Distance_Category
5xxx (SA (Adelaide)),5144,19.8,<30km
5xxx (SA (Adelaide)),5150,21.0,<30km
5xxx (SA (Adelaide)),5151,18.8,<30km
5xxx (SA (Adelaide)),5152,16.8,<30km
5xxx (SA (Adelaide)),5153,30.4,30-60km
5xxx (SA (Adelaide)),5154,19.1,<30km
5xxx (SA (Adelaide)),5155,21.8,<30km
5xxx (SA (Adelaide)),5156,18.0,<30km
5xxx (SA (Adelaide)),5157,32.3,30-60km
5xxx (SA (Adelaide)),5158,22.2,<30km
5xxx (SA (Adelaide)),5159,21.3,<30km
5xxx (SA (Adelaide)),5160,26.4,<30km
5xxx (SA (Adelaide)),5161,22.7,<30km
5xxx (SA (Adelaide)),5162,25.6,<30km
5xxx (SA (Adelaide)),5163,31.1,30-60km
5xxx (SA (Adelaide)),5164,30.1,30-60km
5xxx (SA (Adelaide)),5165,30.9,30-60km
5xxx (SA (Adelaide)),5166,29.3,<30km
5xxx (SA (Adelaide)),5167,34.4,30-60km
5xxx (SA (Adelaide)),5168,33.7,30-60km
5xxx (SA (Adelaide)),5169,35.8,30-60km
5xxx (SA (Adelaide)),5170,40.2,30-60km
5xxx (SA (Adelaide)),5171,42.1,30-60km
5xxx (SA (Adelaide)),5172,56.0,30-60km
5xxx (SA (Adelaide)),5173,46.9,30-60km
5xxx (SA (Adelaide)),5174,52.4,30-60km
5xxx (SA (Adelaide)),5201,44.9,30-60km
5xxx (SA (Adelaide)),5202,61.8,61-90km
5xxx (SA (Adelaide)),5203,77.7,61-90km
5xxx (SA (Adelaide)),5204,89.7,61-90km
5xxx (SA (Adelaide)),5210,60.1,61-90km
5xxx (SA (Adelaide)),5211,85.0,61-90km
5xxx (SA (Adelaide)),5212,84.7,61-90km
5xxx (SA (Adelaide)),5213,81.5,61-90km
5xxx (SA (Adelaide)),5214,83.3,61-90km
5xxx (SA (Adelaide)),5220,205.3,90-300km
5xxx (SA (Adelaide)),5221,166.6,90-300km
5xxx (SA (Adelaide)),5222,137.4,90-300km
5xxx (SA (Adelaide)),5223,182.7,90-300km
5xxx (SA (Adelaide)),5231,38.8,30-60km
5xxx (SA (Adelaide)),5232,39.4,30-60km
5xxx (SA (Adelaide)),5233,44.0,30-60km
5xxx (SA (Adelaide)),5234,49.9,30-60km
5xxx (SA (Adelaide)),5235,70.6,61-90km
5xxx (SA (Adelaide)),5236,57.6,30-60km
5xxx (SA (Adelaide)),5237,77.5,61-90km
5xxx (SA (Adelaide)),5238,118.8,90-300km
5xxx (SA (Adelaide)),5240,29.5,<30km
5xxx (SA (Adelaide)),5241,34.5,30-60km
5xxx (SA (Adelaide)),5242,29.4,<30km
5xxx (SA (Adelaide)),5243,31.4,30-60km
5xxx (SA (Adelaide)),5244,38.2,30-60km
5xxx (SA (Adelaide)),5245,26.3,<30km
5xxx (SA (Adelaide)),5246,34.8,30-60km
5xxx (SA (Adelaide)),5250,33.6,30-60km
5xxx (SA (Adelaide)),5251,34.6,30-60km
5xxx (SA (Adelaide)),5252,44.2,30-60km
5xxx (SA (Adelaide)),5253,86.3,61-90km
5xxx (SA (Adelaide)),5254,74.6,61-90km
5xxx (SA (Adelaide)),5255,64.0,61-90km
5xxx (SA (Adelaide)),5256,86.5,61-90km
5xxx (SA (Adelaide)),5259,114.4,90-300km
5xxx (SA (Adelaide)),5260,96.5,90-300km
5xxx (SA (Adelaide)),5261,137.3,90-300km
5xxx (SA (Adelaide)),5262,338.3,300+km
5xxx (SA (Adelaide)),5263,373.7,300+km
5xxx (SA (Adelaide)),5264,173.7,90-300km
5xxx (SA (Adelaide)),5265,171.3,90-300km
5xxx (SA (Adelaide)),5266,188.4,90-300km
5xxx (SA (Adelaide)),5267,240.7,90-300km
5xxx (SA (Adelaide)),5268,267.6,90-300km
5xxx (SA (Adelaide)),5269,285.5,90-300km
5xxx (SA (Adelaide)),5270,266.5,90-300km
5xxx (SA (Adelaide)),5271,336.6,300+km
5xxx (SA (Adelaide)),5272,351.0,300+km
5xxx (SA (Adelaide)),5273,334.9,300+km
5xxx (SA (Adelaide)),5275,324.5,300+km
5xxx (SA (Adelaide)),5276,344.6,300+km
5xxx (SA (Adelaide)),5277,387.8,300+km
5xxx (SA (Adelaide)),5278,418.7,300+km
5xxx (SA (Adelaide)),5279,422.8,300+km
5xxx (SA (Adelaide)),5280,401.0,300+km
5xxx (SA (Adelaide)),5290,435.3,300+km
5xxx (SA (Adelaide)),5291,444.3,300+km
5xxx (SA (Adelaide)),5301,153.3,90-300km
5xxx (SA (Adelaide)),5302,200.2,90-300km
5xxx (SA (Adelaide)),5303,215.2,90-300km
5xxx (SA (Adelaide)),5304,261.2,90-300km
5xxx (SA (Adelaide)),5306,130.3,90-300km
5xxx (SA (Adelaide)),5307,161.8,90-300km
5xxx (SA (Adelaide)),5308,177.8,90-300km
5xxx (SA (Adelaide)),5309,177.3,90-300km
5xxx (SA (Adelaide)),5310,207.3,90-300km
5xxx (SA (Adelaide)),5311,257.5,90-300km
5xxx (SA (Adelaide)),5312,229.6,90-300km
5xxx (SA (Adelaide)),5320,173.0,90-300km
5xxx (SA (Adelaide)),5321,185.7,90-300km
5xxx (SA (Adelaide)),5322,183.0,90-300km
5xxx (SA (Adelaide)),5330,193.0,90-300km
5xxx (SA (Adelaide)),5331,220.7,90-300km
5xxx (SA (Adelaide)),5332,221.4,90-300km
5xxx (SA (Adelaide)),5333,256.8,90-300km
5xxx (SA (Adelaide)),5340,262.3,90-300km
5xxx (SA (Adelaide)),5341,258.4,90-300km
5xxx (SA (Adelaide)),5342,237.9,90-300km
5xxx (SA (Adelaide)),5343,240.6,90-300km
5xxx (SA (Adelaide)),5344,235.2,90-300km
5xxx (SA (Adelaide)),5345,228.3,90-300km
5xxx (SA (Adelaide)),5346,222.1,90-300km
5xxx (SA (Adelaide)),5350,69.6,61-90km
5xxx (SA (Adelaide)),5351,71.8,61-90km
5xxx (SA (Adelaide)),5352,75.0,61-90km
5xxx (SA (Adelaide)),5353,112.1,90-300km
5xxx (SA (Adelaide)),5354,138.4,90-300km
5xxx (SA (Adelaide)),5355,82.9,61-90km
5xxx (SA (Adelaide)),5356,104.8,90-300km
5xxx (SA (Adelaide)),5357,164.0,90-300km
5xxx (SA (Adelaide)),5360,74.4,61-90km
5xxx (SA (Adelaide)),5371,60.4,61-90km
5xxx (SA (Adelaide)),5372,67.3,61-90km
5xxx (SA (Adelaide)),5373,86.0,61-90km
5xxx (SA (Adelaide)),5374,119.9,90-300km
5xxx (SA (Adelaide)),5381,141.2,90-300km
5xxx (SA (Adelaide)),5400,67.5,61-90km
5xxx (SA (Adelaide)),5401,91.3,90-300km
5xxx (SA (Adelaide)),5410,83.1,61-90km
5xxx (SA (Adelaide)),5411,90.7,90-300km
5xxx (SA (Adelaide)),5412,104.2,90-300km
5xxx (SA (Adelaide)),5413,123.2,90-300km
5xxx (SA (Adelaide)),5414,120.3,90-300km
5xxx (SA (Adelaide)),5415,135.0,90-300km
5xxx (SA (Adelaide)),5416,136.9,90-300km
5xxx (SA (Adelaide)),5417,170.6,90-300km
5xxx (SA (Adelaide)),5418,210.8,90-300km
5xxx (SA (Adelaide)),5419,194.8,90-300km
5xxx (SA (Adelaide)),5420,218.9,90-300km
5xxx (SA (Adelaide)),5421,231.0,90-300km
5xxx (SA (Adelaide)),5422,259.1,90-300km
5xxx (SA (Adelaide)),5431,288.2,90-300km
5xxx (SA (Adelaide)),5432,329.2,300+km
5xxx (SA (Adelaide)),5433,344.6,300+km
5xxx (SA (Adelaide)),5434,399.1,300+km
5xxx (SA (Adelaide)),5440,380.5,300+km
5xxx (SA (Adelaide)),5451,115.3,90-300km
5xxx (SA (Adelaide)),5452,126.2,90-300km
5xxx (SA (Adelaide)),5453,141.1,90-300km
5xxx (SA (Adelaide)),5454,118.8,90-300km
5xxx (SA (Adelaide)),5455,141.2,90-300km
5xxx (SA (Adelaide)),5460,83.3,61-90km
5xxx (SA (Adelaide)),5461,104.5,90-300km
5xxx (SA (Adelaide)),5462,133.2,90-300km
5xxx (SA (Adelaide)),5464,152.1,90-300km
5xxx (SA (Adelaide)),5470,176.2,90-300km
5xxx (SA (Adelaide)),5471,183.6,90-300km
5xxx (SA (Adelaide)),5472,194.3,90-300km
5xxx (SA (Adelaide)),5473,229.2,90-300km
5xxx (SA (Adelaide)),5480,242.5,90-300km
5xxx (SA (Adelaide)),5481,258.3,90-300km
5xxx (SA (Adelaide)),5482,274.3,90-300km
5xxx (SA (Adelaide)),5483,277.6,90-300km
5xxx (SA (Adelaide)),5485,307.9,300+km
5xxx (SA (Adelaide)),5490,244.8,90-300km
5xxx (SA (Adelaide)),5491,226.9,90-300km
5xxx (SA (Adelaide)),5493,220.0,90-300km
5xxx (SA (Adelaide)),5495,262.0,90-300km
5xxx (SA (Adelaide)),5501,64.8,61-90km
5xxx (SA (Adelaide)),5502,55.3,30-60km
5xxx (SA (Adelaide)),5510,130.6,90-300km
5xxx (SA (Adelaide)),5520,157.8,90-300km
5xxx (SA (Adelaide)),5521,178.1,90-300km
5xxx (SA (Adelaide)),5522,176.8,90-300km
5xxx (SA (Adelaide)),5523,193.6,90-300km
5xxx (SA (Adelaide)),5540,222.7,90-300km
5xxx (SA (Adelaide)),5550,108.0,90-300km
5xxx (SA (Adelaide)),5552,132.3,90-300km
5xxx (SA (Adelaide)),5554,151.1,90-300km
5xxx (SA (Adelaide)),5555,179.1,90-300km
5xxx (SA (Adelaide)),5556,160.5,90-300km
5xxx (SA (Adelaide)),5558,161.2,90-300km
5xxx (SA (Adelaide)),5560,142.3,90-300km
5xxx (SA (Adelaide)),5570,131.9,90-300km
5xxx (SA (Adelaide)),5571,155.0,90-300km
5xxx (SA (Adelaide)),5572,156.4,90-300km
5xxx (SA (Adelaide)),5573,178.3,90-300km
5xxx (SA (Adelaide)),5575,226.1,90-300km
5xxx (SA (Adelaide)),5576,244.0,90-300km
5xxx (SA (Adelaide)),5577,264.8,90-300km
5xxx (SA (Adelaide)),5580,186.3,90-300km
5xxx (SA (Adelaide)),5581,193.1,90-300km
5xxx (SA (Adelaide)),5582,207.4,90-300km
5xxx (SA (Adelaide)),5583,227.0,90-300km
5xxx (SA (Adelaide)),5600,383.9,300+km
5xxx (SA (Adelaide)),5601,393.3,300+km
5xxx (SA (Adelaide)),5602,487.5,300+km
5xxx (SA (Adelaide)),5603,556.8,300+km
5xxx (SA (Adelaide)),5604,567.8,300+km
5xxx (SA (Adelaide)),5605,601.1,300+km
5xxx (SA (Adelaide)),5606,651.1,300+km
5xxx (SA (Adelaide)),5607,652.0,300+km
5xxx (SA (Adelaide)),5608,386.6,300+km
5xxx (SA (Adelaide)),5609,387.6,300+km
5xxx (SA (Adelaide)),5630,646.5,300+km
5xxx (SA (Adelaide)),5631,640.3,300+km
5xxx (SA (Adelaide)),5632,653.5,300+km
5xxx (SA (Adelaide)),5633,606.5,300+km
5xxx (SA (Adelaide)),5640,515.3,300+km
5xxx (SA (Adelaide)),5641,475.5,300+km
5xxx (SA (Adelaide)),5642,526.6,300+km
5xxx (SA (Adelaide)),5650,525.6,300+km
5xxx (SA (Adelaide)),5651,550.8,300+km
5xxx (SA (Adelaide)),5652,568.0,300+km
5xxx (SA (Adelaide)),5653,587.6,300+km
5xxx (SA (Adelaide)),5654,608.7,300+km
5xxx (SA (Adelaide)),5655,635.1,300+km
5xxx (SA (Adelaide)),5660,656.3,300+km
5xxx (SA (Adelaide)),5661,683.6,300+km
5xxx (SA (Adelaide)),5670,665.6,300+km
5xxx (SA (Adelaide)),5671,666.0,300+km
5xxx (SA (Adelaide)),5680,717.3,300+km
5xxx (SA (Adelaide)),5690,817.7,300+km
5xxx (SA (Adelaide)),5700,307.1,300+km
5xxx (SA (Adelaide)),5701,577.7,300+km
5xxx (SA (Adelaide)),5710,615.4,300+km
5xxx (SA (Adelaide)),5720,486.6,300+km
5xxx (SA (Adelaide)),5722,593.2,300+km
5xxx (SA (Adelaide)),5723,847.2,300+km
5xxx (SA (Adelaide)),5724,1095.1,300+km
5xxx (SA (Adelaide)),5725,569.9,300+km
5xxx (SA (Adelaide)),5730,489.0,300+km
5xxx (SA (Adelaide)),5731,573.3,300+km
5xxx (SA (Adelaide)),5732,599.6,300+km
5xxx (SA (Adelaide)),5733,644.6,300+km
5xxx (SA (Adelaide)),5734,1042.0,300+km
5xxx (SA (Adelaide)),5800,0.0,<30km
5xxx (SA (Adelaide)),5810,0.0,<30km
5xxx (SA (Adelaide)),5839,0.0,<30km
5xxx (SA (Adelaide)),5860,0.0,<30km
5xxx (SA (Adelaide)),5861,0.0,<30km
5xxx (SA (Adelaide)),5862,0.0,<30km
5xxx (SA (Adelaide)),5863,0.0,<30km
5xxx (SA (Adelaide)),5864,0.0,<30km
5xxx (SA (Adelaide)),5865,0.0,<30km
5xxx (SA (Adelaide)),5866,0.0,<30km
5xxx (SA (Adelaide)),5867,0.0,<30km
5xxx (SA (Adelaide)),5868,0.0,<30km
5xxx (SA (Adelaide)),5869,0.0,<30km
5xxx (SA (Adelaide)),5870,0.0,<30km
5xxx (SA (Adelaide)),5871,0.0,<30km
5xxx (SA (Adelaide)),5872,0.0,<30km
5xxx (SA (Adelaide)),5873,0.0,<30km
5xxx (SA (Adelaide)),5874,0.0,<30km
5xxx (SA (Adelaide)),5875,0.0,<30km
5xxx (SA (Adelaide)),5876,0.0,<30km
5xxx (SA (Adelaide)),5877,0.0,<30km
5xxx (SA (Adelaide)),5878,0.0,<30km
5xxx (SA (Adelaide)),5879,0.0,<30km
5xxx (SA (Adelaide)),5880,0.0,<30km
5xxx (SA (Adelaide)),5881,0.0,<30km
5xxx (SA (Adelaide)),5882,0.0,<30km
5xxx (SA (Adelaide)),5883,0.0,<30km
5xxx (SA (Adelaide)),5884,0.0,<30km
5xxx (SA (Adelaide)),5885,0.0,<30km
5xxx (SA (Adelaide)),5886,0.0,<30km
5xxx (SA (Adelaide)),5887,0.0,<30km
5xxx (SA (Adelaide)),5888,0.0,<30km
5xxx (SA (Adelaide)),5889,0.0,<30km
5xxx (SA (Adelaide)),5890,0.0,<30km
5xxx (SA (Adelaide)),5891,0.0,<30km
5xxx (SA (Adelaide)),5892,0.0,<30km
5xxx (SA (Adelaide)),5893,0.0,<30km
5xxx (SA (Adelaide)),5894,0.0,<30km
5xxx (SA (Adelaide)),5895,0.0,<30km
5xxx (SA (Adelaide)),5896,0.0,<30km
5xxx (SA (Adelaide)),5897,0.0,<30km
5xxx (SA (Adelaide)),5898,0.0,<30km
5xxx (SA (Adelaide)),5899,0.0,<30km
5xxx (SA (Adelaide)),5900,4.5,<30km
5xxx (SA (Adelaide)),5901,4.5,<30km
5xxx (SA (Adelaide)),5902,4.5,<30km
5xxx (SA (Adelaide)),5903,4.5,<30km
5xxx (SA (Adelaide)),5904,4.5,<30km
5xxx (SA (Adelaide)),5920,0.0,<30km
5xxx (SA (Adelaide)),5942,9.1,<30km
5xxx (SA (Adelaide)),5950,6.7,<30km
5xxx (SA (Adelaide)),5960,4.5,<30km
6xxx (WA (Perth)),6000,0.0,<30km
6xxx (WA (Perth)),6001,0.0,<30km
6xxx (WA (Perth)),6003,1.1,<30km
6xxx (WA (Perth)),6004,1.6,<30km
6xxx (WA (Perth)),6005,2.7,<30km
6xxx (WA (Perth)),6006,3.7,<30km
6xxx (WA (Perth)),6007,3.4,<30km
6xxx (WA (Perth)),6008,6.4,<30km
6xxx (WA (Perth)),6009,7.4,<30km
6xxx (WA (Perth)),6010,9.4,<30km
6xxx (WA (Perth)),6011,11.8,<30km
6xxx (WA (Perth)),6012,12.7,<30km
6xxx (WA (Perth)),6014,6.9,<30km
6xxx (WA (Perth)),6015,10.6,<30km
6xxx (WA (Perth)),6016,5.5,<30km
6xxx (WA (Perth)),6017,8.5,<30km
6xxx (WA (Perth)),6018,12.0,<30km
6xxx (WA (Perth)),6019,13.5,<30km
6xxx (WA (Perth)),6020,20.8,<30km
6xxx (WA (Perth)),6021,12.3,<30km
6xxx (WA (Perth)),6022,16.5,<30km
6xxx (WA (Perth)),6023,17.5,<30km
6xxx (WA (Perth)),6024,17.0,<30km
6xxx (WA (Perth)),6025,23.2,<30km
6xxx (WA (Perth)),6026,22.7,<30km
6xxx (WA (Perth)),6027,25.8,<30km
6xxx (WA (Perth)),6028,31.6,30-60km
6xxx (WA (Perth)),6029,15.9,<30km
6xxx (WA (Perth)),6030,36.9,30-60km
6xxx (WA (Perth)),6031,36.2,30-60km
6xxx (WA (Perth)),6032,42.7,30-60km
6xxx (WA (Perth)),6033,44.1,30-60km
6xxx (WA (Perth)),6034,47.2,30-60km
6xxx (WA (Perth)),6035,55.9,30-60km
6xxx (WA (Perth)),6036,40.7,30-60km
6xxx (WA (Perth)),6037,63.0,61-90km
6xxx (WA (Perth)),6038,43.9,30-60km
6xxx (WA (Perth)),6041,80.1,61-90km
6xxx (WA (Perth)),6042,99.3,90-300km
6xxx (WA (Perth)),6043,115.8,90-300km
6xxx (WA (Perth)),6044,127.8,90-300km
6xxx (WA (Perth)),6050,4.7,<30km
6xxx (WA (Perth)),6051,4.8,<30km
6xxx (WA (Perth)),6052,5.6,<30km
6xxx (WA (Perth)),6053,7.4,<30km
6xxx (WA (Perth)),6054,11.7,<30km
6xxx (WA (Perth)),6055,20.6,<30km
6xxx (WA (Perth)),6056,23.0,<30km
6xxx (WA (Perth)),6057,23.8,<30km
6xxx (WA (Perth)),6058,22.1,<30km
6xxx (WA (Perth)),6059,8.3,<30km
6xxx (WA (Perth)),6060,7.1,<30km
6xxx (WA (Perth)),6061,11.6,<30km
6xxx (WA (Perth)),6062,9.1,<30km
6xxx (WA (Perth)),6063,13.5,<30km
6xxx (WA (Perth)),6064,14.8,<30km
6xxx (WA (Perth)),6065,30.9,30-60km
6xxx (WA (Perth)),6066,15.2,<30km
6xxx (WA (Perth)),6067,19.3,<30km
6xxx (WA (Perth)),6068,20.7,<30km
6xxx (WA (Perth)),6069,32.2,30-60km
6xxx (WA (Perth)),6070,26.7,<30km
6xxx (WA (Perth)),6071,28.2,<30km
6xxx (WA (Perth)),6072,28.8,<30km
6xxx (WA (Perth)),6073,34.4,30-60km
6xxx (WA (Perth)),6074,37.5,30-60km
6xxx (WA (Perth)),6076,26.7,<30km
6xxx (WA (Perth)),6077,22.9,<30km
6xxx (WA (Perth)),6078,38.6,30-60km
6xxx (WA (Perth)),6079,24.8,<30km
6xxx (WA (Perth)),6081,35.5,30-60km
6xxx (WA (Perth)),6082,50.5,30-60km
6xxx (WA (Perth)),6083,65.9,61-90km
6xxx (WA (Perth)),6084,64.7,61-90km
6xxx (WA (Perth)),6090,13.0,<30km
6xxx (WA (Perth)),6100,6.2,<30km
6xxx (WA (Perth)),6101,6.7,<30km
6xxx (WA (Perth)),6102,8.2,<30km
6xxx (WA (Perth)),6103,6.3,<30km
6xxx (WA (Perth)),6104,9.0,<30km
6xxx (WA (Perth)),6105,11.6,<30km
6xxx (WA (Perth)),6106,8.1,<30km
6xxx (WA (Perth)),6107,13.4,<30km
6xxx (WA (Perth)),6108,29.1,<30km
6xxx (WA (Perth)),6109,25.3,<30km
6xxx (WA (Perth)),6110,34.6,30-60km
6xxx (WA (Perth)),6111,37.9,30-60km
6xxx (WA (Perth)),6112,35.7,30-60km
6xxx (WA (Perth)),6121,40.8,30-60km
6xxx (WA (Perth)),6122,45.8,30-60km
6xxx (WA (Perth)),6123,54.3,30-60km
6xxx (WA (Perth)),6124,63.5,61-90km
6xxx (WA (Perth)),6125,63.4,61-90km
6xxx (WA (Perth)),6126,74.2,61-90km
6xxx (WA (Perth)),6147,27.2,<30km
6xxx (WA (Perth)),6148,16.1,<30km
6xxx (WA (Perth)),6149,15.3,<30km
6xxx (WA (Perth)),6150,15.8,<30km
6xxx (WA (Perth)),6151,6.0,<30km
6xxx (WA (Perth)),6152,9.9,<30km
6xxx (WA (Perth)),6153,11.4,<30km
6xxx (WA (Perth)),6154,16.4,<30km
6xxx (WA (Perth)),6155,23.3,<30km
6xxx (WA (Perth)),6156,18.1,<30km
6xxx (WA (Perth)),6157,16.1,<30km
6xxx (WA (Perth)),6158,18.2,<30km
6xxx (WA (Perth)),6159,17.0,<30km
6xxx (WA (Perth)),6160,21.7,<30km
6xxx (WA (Perth)),6161,19.6,<30km
6xxx (WA (Perth)),6162,25.2,<30km
6xxx (WA (Perth)),6163,20.9,<30km
6xxx (WA (Perth)),6164,23.4,<30km
6xxx (WA (Perth)),6165,37.4,30-60km
6xxx (WA (Perth)),6166,33.6,30-60km
6xxx (WA (Perth)),6167,35.7,30-60km
6xxx (WA (Perth)),6168,50.3,30-60km
6xxx (WA (Perth)),6169,54.6,30-60km
6xxx (WA (Perth)),6170,40.6,30-60km
6xxx (WA (Perth)),6171,44.4,30-60km
6xxx (WA (Perth)),6172,57.8,30-60km
6xxx (WA (Perth)),6173,60.4,61-90km
6xxx (WA (Perth)),6174,62.2,61-90km
6xxx (WA (Perth)),6175,62.8,61-90km
6xxx (WA (Perth)),6176,53.5,30-60km
6xxx (WA (Perth)),6180,67.1,61-90km
6xxx (WA (Perth)),6181,62.0,61-90km
6xxx (WA (Perth)),6182,58.4,30-60km
6xxx (WA (Perth)),6207,109.7,90-300km
6xxx (WA (Perth)),6208,94.5,90-300km
6xxx (WA (Perth)),6209,79.5,61-90km
6xxx (WA (Perth)),6210,72.4,61-90km
6xxx (WA (Perth)),6211,99.4,90-300km
6xxx (WA (Perth)),6213,107.8,90-300km
6xxx (WA (Perth)),6214,100.2,90-300km
6xxx (WA (Perth)),6215,113.2,90-300km
6xxx (WA (Perth)),6218,125.2,90-300km
6xxx (WA (Perth)),6220,138.1,90-300km
6xxx (WA (Perth)),6221,147.8,90-300km
6xxx (WA (Perth)),6223,149.2,90-300km
6xxx (WA (Perth)),6224,169.8,90-300km
6xxx (WA (Perth)),6225,205.1,90-300km
6xxx (WA (Perth)),6226,163.3,90-300km
6xxx (WA (Perth)),6227,166.4,90-300km
6xxx (WA (Perth)),6228,164.3,90-300km
6xxx (WA (Perth)),6229,170.0,90-300km
6xxx (WA (Perth)),6230,175.8,90-300km
6xxx (WA (Perth)),6231,167.5,90-300km
6xxx (WA (Perth)),6232,166.2,90-300km
6xxx (WA (Perth)),6233,152.9,90-300km
6xxx (WA (Perth)),6236,184.8,90-300km
6xxx (WA (Perth)),6237,190.6,90-300km
6xxx (WA (Perth)),6239,223.1,90-300km
6xxx (WA (Perth)),6240,201.7,90-300km
6xxx (WA (Perth)),6243,251.6,90-300km
6xxx (WA (Perth)),6244,285.4,90-300km
6xxx (WA (Perth)),6251,220.2,90-300km
6xxx (WA (Perth)),6252,223.6,90-300km
6xxx (WA (Perth)),6253,245.7,90-300km
6xxx (WA (Perth)),6254,243.2,90-300km
6xxx (WA (Perth)),6255,256.3,90-300km
6xxx (WA (Perth)),6256,281.7,90-300km
6xxx (WA (Perth)),6258,326.8,300+km
6xxx (WA (Perth)),6260,321.4,300+km
6xxx (WA (Perth)),6262,378.4,300+km
6xxx (WA (Perth)),6271,201.5,90-300km
6xxx (WA (Perth)),6275,290.1,90-300km
6xxx (WA (Perth)),6280,223.6,90-300km
6xxx (WA (Perth)),6281,249.7,90-300km
6xxx (WA (Perth)),6282,247.6,90-300km
6xxx (WA (Perth)),6284,258.6,90-300km
6xxx (WA (Perth)),6285,279.3,90-300km
6xxx (WA (Perth)),6286,293.3,90-300km
6xxx (WA (Perth)),6288,289.0,90-300km
6xxx (WA (Perth)),6290,314.0,300+km
6xxx (WA (Perth)),6302,92.9,90-300km
6xxx (WA (Perth)),6304,127.6,90-300km
6xxx (WA (Perth)),6306,171.5,90-300km
6xxx (WA (Perth)),6308,132.3,90-300km
6xxx (WA (Perth)),6309,177.1,90-300km
6xxx (WA (Perth)),6311,186.4,90-300km
6xxx (WA (Perth)),6312,206.3,90-300km
6xxx (WA (Perth)),6313,214.3,90-300km
6xxx (WA (Perth)),6315,234.9,90-300km
6xxx (WA (Perth)),6316,256.0,90-300km
6xxx (WA (Perth)),6317,302.0,300+km
6xxx (WA (Perth)),6318,313.1,300+km
6xxx (WA (Perth)),6320,336.4,300+km
6xxx (WA (Perth)),6321,333.7,300+km
6xxx (WA (Perth)),6322,336.5,300+km
6xxx (WA (Perth)),6323,355.0,300+km
6xxx (WA (Perth)),6324,392.8,300+km
6xxx (WA (Perth)),6326,385.1,300+km
6xxx (WA (Perth)),6327,399.0,300+km
6xxx (WA (Perth)),6328,481.5,300+km
6xxx (WA (Perth)),6330,415.0,300+km
6xxx (WA (Perth)),6331,393.5,300+km
6xxx (WA (Perth)),6332,414.7,300+km
6xxx (WA (Perth)),6333,460.4,300+km
6xxx (WA (Perth)),6335,357.8,300+km
6xxx (WA (Perth)),6336,388.4,300+km
6xxx (WA (Perth)),6337,475.2,300+km
6xxx (WA (Perth)),6338,441.4,300+km
6xxx (WA (Perth)),6341,320.4,300+km
6xxx (WA (Perth)),6343,362.2,300+km
6xxx (WA (Perth)),6346,544.5,300+km
6xxx (WA (Perth)),6348,556.5,300+km
6xxx (WA (Perth)),6350,271.1,90-300km
6xxx (WA (Perth)),6351,295.8,90-300km
6xxx (WA (Perth)),6352,304.4,300+km
6xxx (WA (Perth)),6353,335.1,300+km
6xxx (WA (Perth)),6355,372.2,300+km
6xxx (WA (Perth)),6356,446.3,300+km
6xxx (WA (Perth)),6357,336.3,300+km
6xxx (WA (Perth)),6358,315.2,300+km
6xxx (WA (Perth)),6359,371.1,300+km
6xxx (WA (Perth)),6361,254.7,90-300km
6xxx (WA (Perth)),6363,262.2,90-300km
6xxx (WA (Perth)),6365,285.1,90-300km
6xxx (WA (Perth)),6367,271.8,90-300km
6xxx (WA (Perth)),6368,278.1,90-300km
6xxx (WA (Perth)),6369,314.4,300+km
6xxx (WA (Perth)),6370,228.8,90-300km
6xxx (WA (Perth)),6372,213.0,90-300km
6xxx (WA (Perth)),6373,226.6,90-300km
6xxx (WA (Perth)),6375,227.4,90-300km
6xxx (WA (Perth)),6383,158.9,90-300km
6xxx (WA (Perth)),6384,190.6,90-300km
6xxx (WA (Perth)),6385,200.9,90-300km
6xxx (WA (Perth)),6386,208.7,90-300km
6xxx (WA (Perth)),6390,134.0,90-300km
6xxx (WA (Perth)),6391,169.6,90-300km
6xxx (WA (Perth)),6392,219.4,90-300km
6xxx (WA (Perth)),6393,234.4,90-300km
6xxx (WA (Perth)),6394,271.5,90-300km
6xxx (WA (Perth)),6395,285.3,90-300km
6xxx (WA (Perth)),6396,372.3,300+km
6xxx (WA (Perth)),6397,390.3,300+km
6xxx (WA (Perth)),6398,398.3,300+km
6xxx (WA (Perth)),6401,113.7,90-300km
6xxx (WA (Perth)),6403,110.7,90-300km
6xxx (WA (Perth)),6405,133.4,90-300km
6xxx (WA (Perth)),6407,150.1,90-300km
6xxx (WA (Perth)),6409,195.6,90-300km
6xxx (WA (Perth)),6410,199.2,90-300km
6xxx (WA (Perth)),6411,223.7,90-300km
6xxx (WA (Perth)),6412,226.6,90-300km
6xxx (WA (Perth)),6413,239.7,90-300km
6xxx (WA (Perth)),6414,249.2,90-300km
6xxx (WA (Perth)),6415,264.2,90-300km
6xxx (WA (Perth)),6418,233.0,90-300km
6xxx (WA (Perth)),6419,253.1,90-300km
6xxx (WA (Perth)),6420,288.0,90-300km
6xxx (WA (Perth)),6421,283.0,90-300km
6xxx (WA (Perth)),6422,291.4,90-300km
6xxx (WA (Perth)),6423,326.9,300+km
6xxx (WA (Perth)),6424,320.8,300+km
6xxx (WA (Perth)),6425,353.3,300+km
6xxx (WA (Perth)),6426,413.8,300+km
6xxx (WA (Perth)),6427,421.7,300+km
6xxx (WA (Perth)),6428,243.3,90-300km
6xxx (WA (Perth)),6429,520.0,300+km
